No,Branch_Code,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,E_HP,E_Attack,E_Defense,E_SP_Attack,E_SP_Defense,E_Speed
497,497_0,Serperior,Serperior,5,3.3,63,Grass,,Overgrow,,Contrary,Green,87.5,12.5,0,20,Ground,Grass,45,238,1059860,Ordinary,,,75,75,95,75,95,113,528,0,0,0,0,0,3
498,498_0,Tepig,Tepig,5,0.5,9.9,Fire,,Blaze,,Thick Fat,Red,87.5,12.5,0,20,Ground,,45,62,1059860,Ordinary,,,65,63,45,45,45,45,308,1,0,0,0,0,0
499,499_0,Pignite,Pignite,5,1,55.5,Fire,Fighting,Blaze,,Thick Fat,Red,87.5,12.5,0,20,Ground,,45,146,1059860,Ordinary,,,90,93,55,70,55,55,418,0,2,0,0,0,0
500,500_0,Emboar,Emboar,5,1.6,150,Fire,Fighting,Blaze,,Reckless,Red,87.5,12.5,0,20,Ground,,45,238,1059860,Ordinary,,,110,123,65,100,65,65,528,0,3,0,0,0,0
501,501_0,Oshawott,Oshawott,5,0.5,5.9,Water,,Torrent,,Shell Armor,Blue,87.5,12.5,0,20,Ground,,45,62,1059860,Ordinary,,,55,55,45,63,45,45,308,0,0,0,1,0,0
502,502_0,Dewott,Dewott,5,0.8,24.5,Water,,Torrent,,Shell Armor,Blue,87.5,12.5,0,20,Ground,,45,145,1059860,Ordinary,,,75,75,60,83,60,60,413,0,0,0,2,0,0
503,503_0,Samurott,Samurott,5,1.5,94.6,Water,,Torrent,,Shell Armor,Blue,87.5,12.5,0,20,Ground,,45,264,1059860,Ordinary,,,95,100,85,108,70,70,528,0,0,0,3,0,0
503,503_1,Samurott,Hisuian Samurott,8,1.5,58.2,Water,Dark,Torrent,,Sharpness,Blue,87.5,12.5,0,20,Ground,,45,264,1059860,Ordinary,,Hisuian,90,108,80,100,65,85,528,0,3,0,0,0,0
504,504_0,Patrat,Patrat,5,0.5,11.6,Normal,,Run Away,Keen Eye,Analytic,Brown,50,50,0,15,Ground,,255,51,1000000,Ordinary,,,45,55,39,35,39,42,255,0,1,0,0,0,0
505,505_0,Watchog,Watchog,5,1.1,27,Normal,,Illuminate,Keen Eye,Analytic,Brown,50,50,0,20,Ground,,255,147,1000000,Ordinary,,,60,85,69,60,69,77,420,0,2,0,0,0,0
506,506_0,Lillipup,Lillipup,5,0.4,4.1,Normal,,Vital Spirit,Pickup,Run Away,Brown,50,50,0,15,Ground,,255,55,1059860,Ordinary,,,45,60,45,25,45,55,275,0,1,0,0,0,0
507,507_0,Herdier,Herdier,5,0.9,14.7,Normal,,Intimidate,Sand Rush,Scrappy,Gray,50,50,0,15,Ground,,120,130,1059860,Ordinary,,,65,80,65,35,65,60,370,0,2,0,0,0,0
508,508_0,Stoutland,Stoutland,5,1.2,61,Normal,,Intimidate,Sand Rush,Scrappy,Gray,50,50,0,15,Ground,,45,250,1059860,Ordinary,,,85,110,90,45,90,80,500,0,3,0,0,0,0
509,509_0,Purrloin,Purrloin,5,0.4,10.1,Dark,,Limber,Unburden,Prankster,Purple,50,50,0,20,Ground,,255,56,1000000,Ordinary,,,41,50,37,50,37,66,281,0,0,0,0,0,1
510,510_0,Liepard,Liepard,5,1.1,37.5,Dark,,Limber,Unburden,Prankster,Purple,50,50,0,20,Ground,,90,156,1000000,Ordinary,,,64,88,50,88,50,106,446,0,0,0,0,0,2
511,511_0,Pansage,Pansage,5,0.6,10.5,Grass,,Gluttony,,Overgrow,Green,87.5,12.5,0,20,Ground,,190,63,1000000,Ordinary,,,50,53,48,53,48,64,316,0,0,0,0,0,1
512,512_0,Simisage,Simisage,5,1.1,30.5,Grass,,Gluttony,,Overgrow,Green,87.5,12.5,0,20,Ground,,75,174,1000000,Ordinary,,,75,98,63,98,63,101,498,0,0,0,0,0,2
513,513_0,Pansear,Pansear,5,0.6,11,Fire,,Gluttony,,Blaze,Red,87.5,12.5,0,20,Ground,,190,63,1000000,Ordinary,,,50,53,48,53,48,64,316,0,0,0,0,0,1
514,514_0,Simisear,Simisear,5,1,28,Fire,,Gluttony,,Blaze,Red,87.5,12.5,0,20,Ground,,75,174,1000000,Ordinary,,,75,98,63,98,63,101,498,0,0,0,0,0,2
515,515_0,Panpour,Panpour,5,0.6,13.5,Water,,Gluttony,,Torrent,Blue,87.5,12.5,0,20,Ground,,190,63,1000000,Ordinary,,,50,53,48,53,48,64,316,0,0,0,0,0,1
516,516_0,Simipour,Simipour,5,1,29,Water,,Gluttony,,Torrent,Blue,87.5,12.5,0,20,Ground,,75,174,1000000,Ordinary,,,75,98,63,98,63,101,498,0,0,0,0,0,2
517,517_0,Munna,Munna,5,0.6,23.3,Psychic,,Forewarn,Synchronize,Telepathy,Pink,50,50,0,10,Ground,,190,58,800000,Ordinary,,,76,25,45,67,55,24,292,1,0,0,0,0,0
518,518_0,Musharna,Musharna,5,1.1,60.5,Psychic,,Forewarn,Synchronize,Telepathy,Pink,50,50,0,10,Ground,,75,170,800000,Ordinary,,,116,55,85,107,95,29,487,2,0,0,0,0,0
519,519_0,Pidove,Pidove,5,0.3,2.1,Normal,Flying,Big Pecks,Super Luck,Rivalry,Gray,50,50,0,15,Flying,,255,53,1059860,Ordinary,,,50,55,50,36,30,43,264,0,1,0,0,0,0
520,520_0,Tranquill,Tranquill,5,0.6,15,Normal,Flying,Big Pecks,Super Luck,Rivalry,Gray,50,50,0,15,Flying,,120,125,1059860,Ordinary,,,62,77,62,50,42,65,358,0,2,0,0,0,0
521,521_0,Unfezant,Unfezant,5,1.2,29,Normal,Flying,Big Pecks,Super Luck,Rivalry,Gray,50,50,0,15,Flying,,45,244,1059860,Ordinary,,,80,115,80,65,55,93,488,0,3,0,0,0,0
522,522_0,Blitzle,Blitzle,5,0.8,29.8,Electric,,Lightning Rod,Motor Drive,Sap Sipper,Black,50,50,0,20,Ground,,190,59,1000000,Ordinary,,,45,60,32,50,32,76,295,0,0,0,0,0,1
523,523_0,Zebstrika,Zebstrika,5,1.6,79.5,Electric,,Lightning Rod,Motor Drive,Sap Sipper,Black,50,50,0,20,Ground,,75,174,1000000,Ordinary,,,75,100,63,80,63,116,497,0,0,0,0,0,2
524,524_0,Roggenrola,Roggenrola,5,0.4,18,Rock,,Sturdy,Weak Armor,Sand Force,Blue,50,50,0,15,Mineral,,255,56,1059860,Ordinary,,,55,75,85,25,25,15,280,0,0,1,0,0,0
525,525_0,Boldore,Boldore,5,0.9,102,Rock,,Sturdy,Weak Armor,Sand Force,Blue,50,50,0,15,Mineral,,120,137,1059860,Ordinary,,,70,105,105,50,40,20,390,0,1,1,0,0,0
526,526_0,Gigalith,Gigalith,5,1.7,260,Rock,,Sturdy,Sand Stream,Sand Force,Blue,50,50,0,15,Mineral,,45,258,1059860,Ordinary,,,85,135,130,60,80,25,515,0,3,0,0,0,0
527,527_0,Woobat,Woobat,5,0.4,2.1,Psychic,Flying,Unaware,Klutz,Simple,Blue,50,50,0,15,Ground,Flying,190,65,1000000,Ordinary,,,65,45,43,55,43,72,323,0,0,0,0,0,1
528,528_0,Swoobat,Swoobat,5,0.9,10.5,Psychic,Flying,Unaware,Klutz,Simple,Blue,50,50,0,15,Ground,Flying,45,149,1000000,Ordinary,,,67,57,55,77,55,114,425,0,0,0,0,0,2
529,529_0,Drilbur,Drilbur,5,0.3,8.5,Ground,,Sand Rush,Sand Force,Mold Breaker,Gray,50,50,0,20,Ground,,120,66,1000000,Ordinary,,,60,85,40,30,45,68,328,0,1,0,0,0,0
530,530_0,Excadrill,Excadrill,5,0.7,40.4,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,Gray,50,50,0,20,Ground,,60,178,1000000,Ordinary,,,110,135,60,50,65,88,508,0,2,0,0,0,0
531,531_0,Audino,Audino,5,1.1,31,Normal,,Healer,Regenerator,Klutz,Pink,50,50,0,20,Fairy,,255,390,800000,Ordinary,,,103,60,86,60,86,50,445,2,0,0,0,0,0
531,531_1,Audino,Mega Audino,5,1.5,32,Normal,Fairy,Healer,,,White,50,50,0,20,Fairy,,255,425,800000,Ordinary,Mega,,103,60,126,80,126,50,545,2,0,0,0,0,0
532,532_0,Timburr,Timburr,5,0.6,12.5,Fighting,,Guts,Sheer Force,Iron Fist,Gray,75,25,0,20,Human-Like,,180,61,1059860,Ordinary,,,75,80,55,25,35,35,305,0,1,0,0,0,0
533,533_0,Gurdurr,Gurdurr,5,1.2,40,Fighting,,Guts,Sheer Force,Iron Fist,Gray,75,25,0,20,Human-Like,,90,142,1059860,Ordinary,,,85,105,85,40,50,40,405,0,2,0,0,0,0
534,534_0,Conkeldurr,Conkeldurr,5,1.4,87,Fighting,,Guts,Sheer Force,Iron Fist,Brown,75,25,0,20,Human-Like,,45,253,1059860,Ordinary,,,105,140,95,55,65,45,505,0,3,0,0,0,0
535,535_0,Tympole,Tympole,5,0.5,4.5,Water,,Swift Swim,Hydration,Water Absorb,Blue,50,50,0,20,Water1,,255,59,1059860,Ordinary,,,50,50,40,50,40,64,294,0,0,0,0,0,1
536,536_0,Palpitoad,Palpitoad,5,0.8,17,Water,Ground,Swift Swim,Hydration,Water Absorb,Blue,50,50,0,20,Water1,,120,134,1059860,Ordinary,,,75,65,55,65,55,69,384,2,0,0,0,0,0
537,537_0,Seismitoad,Seismitoad,5,1.5,62,Water,Ground,Swift Swim,Poison Touch,Water Absorb,Blue,50,50,0,20,Water1,,45,255,1059860,Ordinary,,,105,95,75,85,75,74,509,3,0,0,0,0,0
538,538_0,Throh,Throh,5,1.3,55.5,Fighting,,Guts,Inner Focus,Mold Breaker,Red,100,0,0,20,Human-Like,,45,163,1000000,Ordinary,,,120,100,85,30,85,45,465,2,0,0,0,0,0
539,539_0,Sawk,Sawk,5,1.4,51,Fighting,,Sturdy,Inner Focus,Mold Breaker,Blue,100,0,0,20,Human-Like,,45,163,1000000,Ordinary,,,75,125,75,30,75,85,465,0,2,0,0,0,0
540,540_0,Sewaddle,Sewaddle,5,0.3,2.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,Yellow,50,50,0,15,Bug,,255,62,1059860,Ordinary,,,45,53,70,40,60,42,310,0,0,1,0,0,0
541,541_0,Swadloon,Swadloon,5,0.5,7.3,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,Green,50,50,0,15,Bug,,120,133,1059860,Ordinary,,,55,63,90,50,80,42,380,0,0,2,0,0,0
542,542_0,Leavanny,Leavanny,5,1.2,20.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,Yellow,50,50,0,15,Bug,,45,225,1059860,Ordinary,,,75,103,80,70,80,92,500,0,3,0,0,0,0
543,543_0,Venipede,Venipede,5,0.4,5.3,Bug,Poison,Poison Point,Swarm,Speed Boost,Red,50,50,0,15,Bug,,255,52,1059860,Ordinary,,,30,45,59,30,39,57,260,0,0,1,0,0,0
544,544_0,Whirlipede,Whirlipede,5,1.2,58.5,Bug,Poison,Poison Point,Swarm,Speed Boost,Gray,50,50,0,15,Bug,,120,126,1059860,Ordinary,,,40,55,99,40,79,47,360,0,0,2,0,0,0
545,545_0,Scolipede,Scolipede,5,2.5,200.5,Bug,Poison,Poison Point,Swarm,Speed Boost,Red,50,50,0,20,Bug,,45,243,1059860,Ordinary,,,60,100,89,55,69,112,485,0,0,0,0,0,3
546,546_0,Cottonee,Cottonee,5,0.3,0.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,Green,50,50,0,20,Grass,Fairy,190,56,1000000,Ordinary,,,40,27,60,37,50,66,280,0,0,0,0,0,1
547,547_0,Whimsicott,Whimsicott,5,0.7,6.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,Green,50,50,0,20,Grass,Fairy,75,168,1000000,Ordinary,,,60,67,85,77,75,116,480,0,0,0,0,0,2
548,548_0,Petilil,Petilil,5,0.5,6.6,Grass,,Chlorophyll,Own Tempo,Leaf Guard,Green,0,100,0,20,Grass,,190,56,1000000,Ordinary,,,45,35,50,70,50,30,280,0,0,0,1,0,0
549,549_0,Lilligant,Lilligant,5,1.1,16.3,Grass,,Chlorophyll,Own Tempo,Leaf Guard,Green,0,100,0,20,Grass,,75,168,1000000,Ordinary,,,70,60,75,110,75,90,480,0,0,0,2,0,0
549,549_1,Lilligant,Hisuian Lilligant,8,1.2,19.2,Grass,Fighting,Chlorophyll,Hustle,Leaf Guard,Green,0,100,0,20,Grass,,75,168,1000000,Ordinary,,Hisuian,70,105,75,50,75,105,480,0,1,0,0,0,1
550,550_0,Basculin,Basculin Red Stripe,5,1,18,Water,,Reckless,Adaptability,Mold Breaker,Green,50,50,0,40,Water2,,25,161,1000000,Ordinary,,,70,92,65,80,55,98,460,0,0,0,0,0,2
550,550_1,Basculin,Basculin Blue Stripe,5,1,18,Water,,Rock Head,Adaptability,Mold Breaker,Green,50,50,0,40,Water2,,25,161,1000000,Ordinary,,,70,92,65,80,55,98,460,0,0,0,0,0,2
550,550_2,Basculin,Hisuian Basculin,8,1,18,Water,,Rattled,Adaptability,Mold Breaker,Green,50,50,0,40,Water2,,25,161,1000000,Ordinary,,Hisuian,70,92,65,80,55,98,460,0,0,0,0,0,2
551,551_0,Sandile,Sandile,5,0.7,15.2,Ground,Dark,Intimidate,Moxie,Anger Point,Brown,50,50,0,20,Ground,,180,58,1059860,Ordinary,,,50,72,35,35,35,65,292,0,1,0,0,0,0
552,552_0,Krokorok,Krokorok,5,1,33.4,Ground,Dark,Intimidate,Moxie,Anger Point,Brown,50,50,0,20,Ground,,90,123,1059860,Ordinary,,,60,82,45,45,45,74,351,0,2,0,0,0,0
553,553_0,Krookodile,Krookodile,5,1.5,96.3,Ground,Dark,Intimidate,Moxie,Anger Point,Red,50,50,0,20,Ground,,45,260,1059860,Ordinary,,,95,117,80,65,70,92,519,0,3,0,0,0,0
554,554_0,Darumaka,Darumaka,5,0.6,37.5,Fire,,Hustle,,Inner Focus,Red,50,50,0,20,Ground,,120,63,1059860,Ordinary,,,70,90,45,15,45,50,315,0,1,0,0,0,0
554,554_1,Darumaka,Galarian Darumaka,8,0.7,40,Ice,,Hustle,,Inner Focus,White,50,50,0,20,Ground,,120,63,1059860,Ordinary,,Galarian,70,90,45,15,45,50,315,0,1,0,0,0,0
555,555_0,Darmanitan,Darmanitan,5,1.3,92.9,Fire,,Sheer Force,,Zen Mode,Red,50,50,0,20,Ground,,60,168,1059860,Ordinary,,,105,140,55,30,55,95,480,0,2,0,0,0,0
555,555_1,Darmanitan,Darmanitan Zen-Mode,5,1.3,92.9,Fire,Psychic,Sheer Force,,Zen Mode,Blue,50,50,0,20,Ground,,60,189,1059860,Ordinary,,,105,30,105,140,105,55,540,0,0,0,2,0,0
555,555_2,Darmanitan,Galarian Darmanitan,8,1.7,120,Ice,,Gorilla Tactics,,Zen Mode,White,50,50,0,20,Ground,,60,168,1059860,Ordinary,,Galarian,105,140,55,30,55,95,480,0,2,0,0,0,0
555,555_3,Darmanitan,Galarian Darmanitan Zen-Mode,8,1.7,120,Ice,Fire,Gorilla Tactics,,Zen Mode,White,50,50,0,20,Ground,,60,189,1059860,Ordinary,,Galarian,105,160,55,30,55,135,540,0,0,0,2,0,0
556,556_0,Maractus,Maractus,5,1,28,Grass,,Water Absorb,Chlorophyll,Storm Drain,Green,50,50,0,20,Grass,,255,161,1000000,Ordinary,,,75,86,67,106,67,60,461,0,0,0,2,0,0
557,557_0,Dwebble,Dwebble,5,0.3,14.5,Bug,Rock,Sturdy,Shell Armor,Weak Armor,Red,50,50,0,20,Bug,Mineral,190,65,1000000,Ordinary,,,50,65,85,35,35,55,325,0,0,1,0,0,0
558,558_0,Crustle,Crustle,5,1.4,200,Bug,Rock,Sturdy,Shell Armor,Weak Armor,Red,50,50,0,20,Bug,Mineral,75,170,1000000,Ordinary,,,70,105,125,65,75,45,485,0,0,2,0,0,0
559,559_0,Scraggy,Scraggy,5,0.6,11.8,Dark,Fighting,Shed Skin,Moxie,Intimidate,Yellow,50,50,0,15,Ground,Dragon,180,70,1000000,Ordinary,,,50,75,70,35,70,48,348,0,1,0,0,0,0
560,560_0,Scrafty,Scrafty,5,1.1,30,Dark,Fighting,Shed Skin,Moxie,Intimidate,Red,50,50,0,15,Ground,Dragon,90,171,1000000,Ordinary,,,65,90,115,45,115,58,488,0,0,1,0,1,0
561,561_0,Sigilyph,Sigilyph,5,1.4,14,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,Black,50,50,0,20,Flying,,45,172,1000000,Ordinary,,,72,58,80,103,80,97,490,0,0,0,2,0,0
562,562_0,Yamask,Yamask,5,0.5,1.5,Ghost,,Mummy,,,Black,50,50,0,25,Mineral,Amorphous,190,61,1000000,Ordinary,,,38,30,85,55,65,30,303,0,0,1,0,0,0
562,562_1,Yamask,Galarian Yamask,8,0.5,1.5,Ground,Ghost,Wandering Spirit,,,Black,50,50,0,25,Mineral,Amorphous,190,61,1000000,Ordinary,,Galarian,38,55,85,30,65,30,303,0,0,1,0,0,0
563,563_0,Cofagrigus,Cofagrigus,5,1.7,76.5,Ghost,,Mummy,,,Yellow,50,50,0,25,Mineral,Amorphous,90,169,1000000,Ordinary,,,58,50,145,95,105,30,483,0,0,2,0,0,0
564,564_0,Tirtouga,Tirtouga,5,0.7,16.5,Water,Rock,Solid Rock,Sturdy,Swift Swim,Blue,87.5,12.5,0,30,Water1,Water3,45,71,1000000,Ordinary,,,54,78,103,53,45,22,355,0,0,1,0,0,0
565,565_0,Carracosta,Carracosta,5,1.2,81,Water,Rock,Solid Rock,Sturdy,Swift Swim,Blue,87.5,12.5,0,30,Water1,Water3,45,173,1000000,Ordinary,,,74,108,133,83,65,32,495,0,0,2,0,0,0
566,566_0,Archen,Archen,5,0.5,9.5,Rock,Flying,Defeatist,,,Yellow,87.5,12.5,0,30,Flying,Water3,45,71,1000000,Ordinary,,,55,112,45,74,45,70,401,0,1,0,0,0,0
567,567_0,Archeops,Archeops,5,1.4,32,Rock,Flying,Defeatist,,,Yellow,87.5,12.5,0,30,Flying,Water3,45,177,1000000,Ordinary,,,75,140,65,112,65,110,567,0,2,0,0,0,0
568,568_0,Trubbish,Trubbish,5,0.6,31,Poison,,Stench,Sticky Hold,Aftermath,Green,50,50,0,20,Mineral,,190,66,1000000,Ordinary,,,50,50,62,40,62,65,329,0,0,0,0,0,1
569,569_0,Garbodor,Garbodor,5,1.9,107.3,Poison,,Stench,Weak Armor,Aftermath,Green,50,50,0,20,Mineral,,60,166,1000000,Ordinary,,,80,95,82,60,82,75,474,0,2,0,0,0,0
570,570_0,Zorua,Zorua,5,0.7,12.5,Dark,,Illusion,,,Gray,87.5,12.5,0,25,Ground,,75,66,1059860,Ordinary,,,40,65,40,80,40,65,330,0,0,0,1,0,0
570,570_1,Zorua,Hisuian Zorua,8,0.7,12.5,Normal,Ghost,Illusion,,,Gray,87.5,12.5,0,25,Ground,,75,66,1059860,Ordinary,,Hisuian,35,60,40,85,40,70,330,0,0,0,1,0,0
571,571_0,Zoroark,Zoroark,5,1.6,81.1,Dark,,Illusion,,,Gray,87.5,12.5,0,20,Ground,,45,179,1059860,Ordinary,,,60,105,60,120,60,105,510,0,0,0,2,0,0
571,571_1,Zoroark,Hisuian Zoroark,8,1.6,73,Normal,Ghost,Illusion,,,Gray,87.5,12.5,0,20,Ground,,45,179,1059860,Ordinary,,Hisuian,60,105,60,120,60,105,510,0,0,0,2,0,0
572,572_0,Minccino,Minccino,5,0.4,5.8,Normal,,Cute Charm,Technician,Skill Link,Gray,25,75,0,15,Ground,,255,60,800000,Ordinary,,,55,50,40,40,40,75,300,0,0,0,0,0,1
573,573_0,Cinccino,Cinccino,5,0.5,7.5,Normal,,Cute Charm,Technician,Skill Link,Gray,25,75,0,15,Ground,,60,165,800000,Ordinary,,,75,95,60,65,60,115,470,0,0,0,0,0,2
574,574_0,Gothita,Gothita,5,0.4,5.8,Psychic,,Frisk,Competitive,Shadow Tag,Purple,25,75,0,20,Human-Like,,200,58,1059860,Ordinary,,,45,30,50,55,65,45,290,0,0,0,0,1,0
575,575_0,Gothorita,Gothorita,5,0.7,18,Psychic,,Frisk,Competitive,Shadow Tag,Purple,25,75,0,20,Human-Like,,100,137,1059860,Ordinary,,,60,45,70,75,85,55,390,0,0,0,0,2,0
576,576_0,Gothitelle,Gothitelle,5,1.5,44,Psychic,,Frisk,Competitive,Shadow Tag,Purple,25,75,0,20,Human-Like,,50,245,1059860,Ordinary,,,70,55,95,95,110,65,490,0,0,0,0,3,0
577,577_0,Solosis,Solosis,5,0.3,1,Psychic,,Overcoat,Magic Guard,Regenerator,Green,50,50,0,20,Amorphous,,200,58,1059860,Ordinary,,,45,30,40,105,50,20,290,0,0,0,1,0,0
578,578_0,Duosion,Duosion,5,0.6,8,Psychic,,Overcoat,Magic Guard,Regenerator,Green,50,50,0,20,Amorphous,,100,130,1059860,Ordinary,,,65,40,50,125,60,30,370,0,0,0,2,0,0
579,579_0,Reuniclus,Reuniclus,5,1,20.1,Psychic,,Overcoat,Magic Guard,Regenerator,Green,50,50,0,20,Amorphous,,50,245,1059860,Ordinary,,,110,65,75,125,85,30,490,0,0,0,3,0,0
580,580_0,Ducklett,Ducklett,5,0.5,5.5,Water,Flying,Keen Eye,Big Pecks,Hydration,Blue,50,50,0,20,Water1,Flying,190,61,1000000,Ordinary,,,62,44,50,44,50,55,305,1,0,0,0,0,0
581,581_0,Swanna,Swanna,5,1.3,24.2,Water,Flying,Keen Eye,Big Pecks,Hydration,White,50,50,0,20,Water1,Flying,45,166,1000000,Ordinary,,,75,87,63,87,63,98,473,0,0,0,0,0,2
582,582_0,Vanillite,Vanillite,5,0.4,5.7,Ice,,Ice Body,Snow Cloak,Weak Armor,White,50,50,0,20,Mineral,,255,61,1250000,Ordinary,,,36,50,50,65,60,44,305,0,0,0,1,0,0
583,583_0,Vanillish,Vanillish,5,1.1,41,Ice,,Ice Body,Snow Cloak,Weak Armor,White,50,50,0,20,Mineral,,120,138,1250000,Ordinary,,,51,65,65,80,75,59,395,0,0,0,2,0,0
584,584_0,Vanilluxe,Vanilluxe,5,1.3,57.5,Ice,,Ice Body,Snow Warning,Weak Armor,White,50,50,0,20,Mineral,,45,268,1250000,Ordinary,,,71,95,85,110,95,79,535,0,0,0,3,0,0
585,585_0,Deerling,Deerling Spring Form,5,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Pink,50,50,0,20,Ground,,190,67,1000000,Ordinary,,,60,60,50,40,50,75,335,0,0,0,0,0,1
585,585_1,Deerling,Deerling Summer Form,5,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Green,50,50,0,20,Ground,,190,67,1000000,Ordinary,,,60,60,50,40,50,75,335,0,0,0,0,0,1
585,585_2,Deerling,Deerling Autumn Form,5,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Red,50,50,0,20,Ground,,190,67,1000000,Ordinary,,,60,60,50,40,50,75,335,0,0,0,0,0,1
585,585_3,Deerling,Deerling Winter Form,5,0.6,19.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Brown,50,50,0,20,Ground,,190,67,1000000,Ordinary,,,60,60,50,40,50,75,335,0,0,0,0,0,1
586,586_0,Sawsbuck,Sawsbuck,5,1.9,92.5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,Brown,50,50,0,20,Ground,,75,166,1000000,Ordinary,,,80,100,70,60,70,95,475,0,2,0,0,0,0
587,587_0,Emolga,Emolga,5,0.4,5,Electric,Flying,Static,,Motor Drive,White,50,50,0,20,Ground,,200,150,1000000,Ordinary,,,55,75,60,75,60,103,428,0,0,0,0,0,2
588,588_0,Karrablast,Karrablast,5,0.5,5.9,Bug,,Swarm,Shed Skin,No Guard,Blue,50,50,0,15,Bug,,200,63,1000000,Ordinary,,,50,75,45,40,45,60,315,0,1,0,0,0,0
589,589_0,Escavalier,Escavalier,5,1,33,Bug,Steel,Swarm,Shell Armor,Overcoat,Gray,50,50,0,15,Bug,,75,173,1000000,Ordinary,,,70,135,105,60,105,20,495,0,2,0,0,0,0
590,590_0,Foongus,Foongus,5,0.2,1,Grass,Poison,Effect Spore,,Regenerator,White,50,50,0,20,Grass,,190,59,1000000,Ordinary,,,69,55,45,55,55,15,294,1,0,0,0,0,0
591,591_0,Amoonguss,Amoonguss,5,0.6,10.5,Grass,Poison,Effect Spore,,Regenerator,White,50,50,0,20,Grass,,75,162,1000000,Ordinary,,,114,85,70,85,80,30,464,2,0,0,0,0,0
592,592_0,Frillish,Frillish,5,1.2,33,Water,Ghost,Water Absorb,Cursed Body,Damp,White,50,50,0,20,Amorphous,,190,67,1000000,Ordinary,,,55,40,50,65,85,40,335,0,0,0,0,1,0
593,593_0,Jellicent,Jellicent,5,2.2,135,Water,Ghost,Water Absorb,Cursed Body,Damp,White,50,50,0,20,Amorphous,,60,168,1000000,Ordinary,,,100,60,70,85,105,60,480,0,0,0,0,2,0
594,594_0,Alomomola,Alomomola,5,1.2,31.6,Water,,Healer,Hydration,Regenerator,Pink,50,50,0,40,Water1,Water2,75,165,800000,Ordinary,,,165,75,80,40,45,65,470,2,0,0,0,0,0
595,595_0,Joltik,Joltik,5,0.1,0.6,Bug,Electric,Compound Eyes,Unnerve,Swarm,Yellow,50,50,0,20,Bug,,190,64,1000000,Ordinary,,,50,47,50,57,50,65,319,0,0,0,0,0,1
596,596_0,Galvantula,Galvantula,5,0.8,14.3,Bug,Electric,Compound Eyes,Unnerve,Swarm,Yellow,50,50,0,20,Bug,,75,165,1000000,Ordinary,,,70,77,60,97,60,108,472,0,0,0,0,0,2
597,597_0,Ferroseed,Ferroseed,5,0.6,18.8,Grass,Steel,Iron Barbs,,,Gray,50,50,0,20,Grass,Mineral,255,61,1000000,Ordinary,,,44,50,91,24,86,10,305,0,0,1,0,0,0
598,598_0,Ferrothorn,Ferrothorn,5,1,110,Grass,Steel,Iron Barbs,,Anticipation,Gray,50,50,0,20,Grass,Mineral,90,171,1000000,Ordinary,,,74,94,131,54,116,20,489,0,0,2,0,0,0
599,599_0,Klink,Klink,5,0.3,21,Steel,,Plus,Minus,Clear Body,Gray,0,0,100,20,Mineral,,130,60,1059860,Ordinary,,,40,55,70,45,60,30,300,0,0,1,0,0,0
600,600_0,Klang,Klang,5,0.6,51,Steel,,Plus,Minus,Clear Body,Gray,0,0,100,20,Mineral,,60,154,1059860,Ordinary,,,60,80,95,70,85,50,440,0,0,2,0,0,0
601,601_0,Klinklang,Klinklang,5,0.6,81,Steel,,Plus,Minus,Clear Body,Gray,0,0,100,20,Mineral,,30,260,1059860,Ordinary,,,60,100,115,70,85,90,520,0,0,3,0,0,0
602,602_0,Tynamo,Tynamo,5,0.2,0.3,Electric,,Levitate,,,White,50,50,0,20,Amorphous,,190,55,1250000,Ordinary,,,35,55,40,45,40,60,275,0,0,0,0,0,1
603,603_0,Eelektrik,Eelektrik,5,1.2,22,Electric,,Levitate,,,Blue,50,50,0,20,Amorphous,,60,142,1250000,Ordinary,,,65,85,70,75,70,40,405,0,2,0,0,0,0
604,604_0,Eelektross,Eelektross,5,2.1,80.5,Electric,,Levitate,,,Blue,50,50,0,20,Amorphous,,30,258,1250000,Ordinary,,,85,115,80,105,80,50,515,0,3,0,0,0,0
605,605_0,Elgyem,Elgyem,5,0.5,9,Psychic,,Telepathy,Synchronize,Analytic,Blue,50,50,0,20,Human-Like,,255,67,1000000,Ordinary,,,55,55,55,85,55,30,335,0,0,0,1,0,0
